City,Country,Latitude,Longitude,Year,Value,Date,Time,Min,TimeNew,VAL_0
Metz,France,49.11911,6.17269,1726,23000,/01/01,1726/01/01, 00:00:00,1726/01/01 00:00:00,0.000994571
Brescia,Italy,45.52478,10.22727,1730,23000,/01/01,1730/01/01, 00:00:00,1730/01/01 00:00:00,0.000994571
Kazan,Russian Federation,55.790278,49.134722,1745,23000,/01/01,1745/01/01, 00:00:00,1745/01/01 00:00:00,0.000994571
Nurnberg,Germany,49.452031,11.07675,1745,23000,/01/01,1745/01/01, 00:00:00,1745/01/01 00:00:00,0.000994571
Bremen,Germany,53.07516,8.80777,1750,23000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000994571
Dumyat,Egypt,31.41648,31.81332,1750,23000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000994571
Geneva,Switzerland,46.198392,6.142297,1750,23000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000994571
Grenoble,France,45.16667,5.71667,1750,23000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000994571
Kazan,Russian Federation,55.790278,49.134722,1750,23000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000994571
Middelburg,Netherlands,51.5,3.61389,1750,23000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000994571
Nurnberg,Germany,49.452031,11.07675,1750,23000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000994571
Recife,Brazil,-8.05389,-34.88111,1750,23000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000994571
Reims,France,49.25,4.03333,1750,23000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000994571
Tours,France,47.38333,0.68333,1750,23000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000994571
Besancon,France,47.24878,6.01815,1787,23000,/01/01,1787/01/01, 00:00:00,1787/01/01 00:00:00,0.000994571
Troyes,France,48.3,4.08333,1787,23000,/01/01,1787/01/01, 00:00:00,1787/01/01 00:00:00,0.000994571
Balkh,Afghanistan,36.75635,66.8972,1793,23000,/01/01,1793/01/01, 00:00:00,1793/01/01 00:00:00,0.000994571
Aachen,Germany,50.77664,6.08342,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Ajmer,India,26.44976,74.64116,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Bhagalpur,India,25.24446,86.97183,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Guayaquil,Ecuador,-2.18194,-79.89167,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Himeji,Japan,34.81667,134.7,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Mainz,Germany,49.98419,8.2791,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Matsuyama,Japan,33.839157,132.765575,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Paisley,United Kingdom,55.83173,-4.43254,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Regensburg,Germany,49.015,12.09556,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Salerno,Italy,40.67797,14.76599,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Szeged,Hungary,46.255,20.145,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Trieste,Italy,45.633333,13.8,1800,23000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000994571
Regensburg,Germany,49.015,12.09556,1802,23000,/01/01,1802/01/01, 00:00:00,1802/01/01 00:00:00,0.000994571
Kaluga,Russian Federation,54.5293,36.27542,1811,23000,/01/01,1811/01/01, 00:00:00,1811/01/01 00:00:00,0.000994571
Kiev,Ukraine,50.45466,30.5238,1811,23000,/01/01,1811/01/01, 00:00:00,1811/01/01 00:00:00,0.000994571
Kursk,Russian Federation,51.73733,36.18735,1811,23000,/01/01,1811/01/01, 00:00:00,1811/01/01 00:00:00,0.000994571
Ajmer,India,26.44976,74.64116,1837,23000,/01/01,1837/01/01, 00:00:00,1837/01/01 00:00:00,0.000994571
Aix,France,43.526304,í€äó_í‰Œæ5.445429,1850,23000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000994571
Aksu,China,41.12306,80.26444,1850,23000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000994571
Ioannina,Greece,39.665028,20.853747,1850,23000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000994571
Lubeck,Germany,53.865886,10.687097,1850,23000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000994571
Pisa,Italy,43.71553,10.39659,1850,23000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000994571
Potosi,Bolivia,-19.58361,-65.75306,1850,23000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000994571
Vidin,Bulgaria,43.99,22.8725,1850,23000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000994571
Aix,France,43.526304,í€äó_í‰Œæ5.445429,1851,23000,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.000994571
Lubeck,Germany,53.865886,10.687097,1851,23000,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.000994571
Vidin,Bulgaria,43.99,22.8725,1852,23000,/01/01,1852/01/01, 00:00:00,1852/01/01 00:00:00,0.000994571
Dali,China,25.606486,100.267638,1880,23000,/01/01,1880/01/01, 00:00:00,1880/01/01 00:00:00,0.000994571
Alessandria,Italy,44.91245,8.61894,1848,22994,/01/01,1848/01/01, 00:00:00,1848/01/01 00:00:00,0.00099431
Stoke,United Kingdom,53.25,-2.86667,1801,22992,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.000994223
Reims,France,49.25,4.03333,1745,22810,/01/01,1745/01/01, 00:00:00,1745/01/01 00:00:00,0.00098631
Nara City,Japan,34.685333,135.832742,1877,22746,/01/01,1877/01/01, 00:00:00,1877/01/01 00:00:00,0.000983527
Stuttgart,Germany,48.78232,9.17702,1808,22680,/01/01,1808/01/01, 00:00:00,1808/01/01 00:00:00,0.000980658
Grenoble,France,45.16667,5.71667,1809,22650,/01/01,1809/01/01, 00:00:00,1809/01/01 00:00:00,0.000979353
Bergamo,Italy,45.69798,9.66895,1861,22639,/01/01,1861/01/01, 00:00:00,1861/01/01 00:00:00,0.000978875
Lubeck,Germany,53.865886,10.687097,1809,22631,/01/01,1809/01/01, 00:00:00,1809/01/01 00:00:00,0.000978527
Grenoble,France,45.16667,5.71667,1726,22622,/01/01,1726/01/01, 00:00:00,1726/01/01 00:00:00,0.000978136
Potosi,Bolivia,-19.58361,-65.75306,1779,22622,/01/01,1779/01/01, 00:00:00,1779/01/01 00:00:00,0.000978136
Qum,Iran,34.64,50.876389,1869,22578,/01/01,1869/01/01, 00:00:00,1869/01/01 00:00:00,0.000976223
Montpellier,France,43.61092,3.87723,1700,22500,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.000972831
Broach,India,21.724644,73.002294,1804,22468,/01/01,1804/01/01, 00:00:00,1804/01/01 00:00:00,0.00097144
Siena,Italy,43.32004,11.33283,1855,22435,/01/01,1855/01/01, 00:00:00,1855/01/01 00:00:00,0.000970005
Berlin,Germany,52.52437,13.41053,1698,22400,/01/01,1698/01/01, 00:00:00,1698/01/01 00:00:00,0.000968484
Gulbarga,India,17.33764,76.83787,1881,22384,/01/01,1881/01/01, 00:00:00,1881/01/01 00:00:00,0.000967788
Cochabamba,Bolivia,-17.3895,-66.1568,1788,22305,/01/01,1788/01/01, 00:00:00,1788/01/01 00:00:00,0.000964353
Reims,France,49.25,4.03333,1726,22300,/01/01,1726/01/01, 00:00:00,1726/01/01 00:00:00,0.000964136
Hull,United Kingdom,53.7446,-0.33525,1792,22286,/01/01,1792/01/01, 00:00:00,1792/01/01 00:00:00,0.000963527
Regensburg,Germany,49.015,12.09556,1852,22285,/01/01,1852/01/01, 00:00:00,1852/01/01 00:00:00,0.000963483
Ulm,Germany,48.39841,9.99155,1855,22228,/01/01,1855/01/01, 00:00:00,1855/01/01 00:00:00,0.000961005
Raichur,India,16.2047,77.354,1901,22165,/01/01,01/01/1901, 00:00:00,01/01/1901 00:00,0.000958266
Guadalajara,Mexico,20.673819,-103.343489,1777,22163,/01/01,1777/01/01, 00:00:00,1777/01/01 00:00:00,0.000958179
Kobe,Japan,34.691269,135.183072,1770,22146,/01/01,1770/01/01, 00:00:00,1770/01/01 00:00:00,0.00095744
Toulouse,France,43.60426,1.44367,1405,22136,/01/01,1405/01/01, 00:00:00,1405/01/01 00:00:00,0.000957005
Le Havre,France,49.494369,0.107931,1787,22059,/01/01,1787/01/01, 00:00:00,1787/01/01 00:00:00,0.000953657
Saint-Omer,France,50.750114,2.252208,1851,22054,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.00095344
Kathmandu,Nepal,27.7,85.333333,630,22000,/01/01,630/01/01, 00:00:00,630/01/01 00:00:00,0.000951092
Pavia,Italy,45.18446,9.16145,800,22000,/01/01,800/01/01, 00:00:00,800/01/01 00:00:00,0.000951092
Pavia,Italy,45.18446,9.16145,911,22000,/01/01,911/01/01, 00:00:00,911/01/01 00:00:00,0.000951092
Elvira,Spain,36.5025,-4.783611,1000,22000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.000951092
Granada,Spain,37.177336,-3.598558,1000,22000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.000951092
Lyon,France,45.74846,4.84671,1200,22000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.000951092
Prague,Austria,50.08804,14.42076,1200,22000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.000951092
Angers,France,47.46667,-0.55,1300,22000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.000951092
Lubeck,Germany,53.865886,10.687097,1300,22000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.000951092
Roskilde,Denmark,55.64152,12.08035,1300,22000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.000951092
Moscow,Russian Federation,55.75222,37.61556,1337,22000,/01/01,1337/01/01, 00:00:00,1337/01/01 00:00:00,0.000951092
Siena,Italy,43.32004,11.33283,1347,22000,/01/01,1347/01/01, 00:00:00,1347/01/01 00:00:00,0.000951092
Messina,Italy,38.19327,15.54969,1348,22000,/01/01,1348/01/01, 00:00:00,1348/01/01 00:00:00,0.000951092
Montpellier,France,43.61092,3.87723,1367,22000,/01/01,1367/01/01, 00:00:00,1367/01/01 00:00:00,0.000951092
Hamburg,Germany,53.57532,10.01534,1400,22000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.000951092
Skopje,Serbia,41.99646,21.43141,1400,22000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.000951092
Nurnberg,Germany,49.452031,11.07675,1431,22000,/01/01,1431/01/01, 00:00:00,1431/01/01 00:00:00,0.000951092
Budapest,Hungary,47.49801,19.03991,1437,22000,/01/01,1437/01/01, 00:00:00,1437/01/01 00:00:00,0.000951092
Hamburg,Germany,53.57532,10.01534,1487,22000,/01/01,1487/01/01, 00:00:00,1487/01/01 00:00:00,0.000951092
Edinburgh,United Kingdom,55.95206,-3.19648,1500,22000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.000951092
Hamburg,Germany,53.57532,10.01534,1500,22000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.000951092
Krakow,Poland,50.06143,19.93658,1500,22000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.000951092
Magdeburg,Germany,52.130808,11.628878,1500,22000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.000951092
Mani,Mexico,20.393381,-89.407156,1500,22000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.000951092
Siena,Italy,43.32004,11.33283,1500,22000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.000951092
Sofia,Bulgaria,42.69751,23.32415,1500,22000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.000951092
Strasbourg,France,48.58342,7.74296,1500,22000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.000951092
Wroclaw,Germany,51.116667,17.033333,1525,22000,/01/01,1525/01/01, 00:00:00,1525/01/01 00:00:00,0.000951092
Mani,Mexico,20.393381,-89.407156,1528,22000,/01/01,1528/01/01, 00:00:00,1528/01/01 00:00:00,0.000951092
Poznan,Poland,52.40692,16.92993,1549,22000,/01/01,1549/01/01, 00:00:00,1549/01/01 00:00:00,0.000951092
Sofia,Bulgaria,42.69751,23.32415,1550,22000,/01/01,1550/01/01, 00:00:00,1550/01/01 00:00:00,0.000951092
Metz,France,49.11911,6.17269,1553,22000,/01/01,1553/01/01, 00:00:00,1553/01/01 00:00:00,0.000951092
Angers,France,47.46667,-0.55,1606,22000,/01/01,1606/01/01, 00:00:00,1606/01/01 00:00:00,0.000951092
Tours,France,47.38333,0.68333,1639,22000,/01/01,1639/01/01, 00:00:00,1639/01/01 00:00:00,0.000951092
Lecce,Italy,40.35703,18.17202,1648,22000,/01/01,1648/01/01, 00:00:00,1648/01/01 00:00:00,0.000951092
Huancavelica,Peru,-12.78542,-74.97501,1650,22000,/01/01,1650/01/01, 00:00:00,1650/01/01 00:00:00,0.000951092
Athens,Greece,37.97945,23.71622,1664,22000,/01/01,1664/01/01, 00:00:00,1664/01/01 00:00:00,0.000951092
Bremen,Germany,53.07516,8.80777,1700,22000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.000951092
Brescia,Italy,45.52478,10.22727,1700,22000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.000951092
Dresden,Germany,51.05089,13.73832,1700,22000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.000951092
Lucca,Italy,43.84357,10.50585,1700,22000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.000951092
Pavia,Italy,45.18446,9.16145,1700,22000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.000951092
Reims,France,49.25,4.03333,1700,22000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.000951092
Valenciennes,France,50.35,3.53333,1726,22000,/01/01,1726/01/01, 00:00:00,1726/01/01 00:00:00,0.000951092
Bremen,Germany,53.07516,8.80777,1744,22000,/01/01,1744/01/01, 00:00:00,1744/01/01 00:00:00,0.000951092
Arles,France,43.6767,4.6278,1750,22000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000951092
Cordoba,Spain,38.046133,-4.893564,1750,22000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000951092
Kiev,Ukraine,50.45466,30.5238,1750,22000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000951092
Magdeburg,Germany,52.130808,11.628878,1750,22000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000951092
Silistra,Bulgaria,44.114728,27.267189,1750,22000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000951092
Toledo,Spain,39.862831,-4.027322,1750,22000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.000951092
Besancon,France,47.24878,6.01815,1758,22000,/01/01,1758/01/01, 00:00:00,1758/01/01 00:00:00,0.000951092
Guayaquil,Ecuador,-2.18194,-79.89167,1775,22000,/01/01,1775/01/01, 00:00:00,1775/01/01 00:00:00,0.000951092
Ouro Preto,Brazil,-20.39484,-43.50517,1776,22000,/01/01,1776/01/01, 00:00:00,1776/01/01 00:00:00,0.000951092
Kazan,Russian Federation,55.790278,49.134722,1782,22000,/01/01,1782/01/01, 00:00:00,1782/01/01 00:00:00,0.000951092
Middelburg,Netherlands,51.5,3.61389,1790,22000,/01/01,1790/01/01, 00:00:00,1790/01/01 00:00:00,0.000951092
Regensburg,Germany,49.015,12.09556,1792,22000,/01/01,1792/01/01, 00:00:00,1792/01/01 00:00:00,0.000951092
Edessa,Turkey,37.15,38.8,1796,22000,/01/01,1796/01/01, 00:00:00,1796/01/01 00:00:00,0.000951092
Brunn,Austria,49.2,16.6167,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Cochabamba,Bolivia,-17.3895,-66.1568,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Dumyat,Egypt,31.41648,31.81332,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Edessa,Turkey,37.15,38.8,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Groningen,Netherlands,53.21917,6.56667,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Hydra,Algeria,36.7567,3.0247,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
La Paz,Bolivia,-16.5,-68.15,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Lubeck,Germany,53.865886,10.687097,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Mantova,Italy,45.156417,10.791375,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Orel,Russian Federation,52.96508,36.0785,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Purnia,India,25.78,87.47,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Stoke,United Kingdom,53.25,-2.86667,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Tours,France,47.38333,0.68333,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Vellore,India,12.9184,79.13255,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Waterford,Ireland,52.25833,-7.11194,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Wurzburg,Germany,49.791558,9.953694,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Yaroslavl,Russian Federation,57.626072,39.884464,1800,22000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000951092
Grenoble,France,45.16667,5.71667,1801,22000,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.000951092
Tours,France,47.38333,0.68333,1801,22000,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.000951092
Vellore,India,12.9184,79.13255,1806,22000,/01/01,1806/01/01, 00:00:00,1806/01/01 00:00:00,0.000951092
Lubeck,Germany,53.865886,10.687097,1807,22000,/01/01,1807/01/01, 00:00:00,1807/01/01 00:00:00,0.000951092
Voronezh,Russian Federation,51.67204,39.1843,1811,22000,/01/01,1811/01/01, 00:00:00,1811/01/01 00:00:00,0.000951092
Dumyat,Egypt,31.41648,31.81332,1815,22000,/01/01,1815/01/01, 00:00:00,1815/01/01 00:00:00,0.000951092
Tripolis,Greece,37.516667,22.383333,1815,22000,/01/01,1815/01/01, 00:00:00,1815/01/01 00:00:00,0.000951092
Guayaquil,Ecuador,-2.18194,-79.89167,1838,22000,/01/01,1838/01/01, 00:00:00,1838/01/01 00:00:00,0.000951092
Burgos,Spain,42.35,-3.7,1850,22000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000951092
Regensburg,Germany,49.015,12.09556,1850,22000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000951092
Silistra,Bulgaria,44.114728,27.267189,1850,22000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000951092
Vicenza,Italy,45.545478,11.535422,1850,22000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000951092
Silistra,Bulgaria,44.114728,27.267189,1852,22000,/01/01,1852/01/01, 00:00:00,1852/01/01 00:00:00,0.000951092
Vicenza,Italy,45.545478,11.535422,1857,22000,/01/01,1857/01/01, 00:00:00,1857/01/01 00:00:00,0.000951092
Mantova,Italy,45.156417,10.791375,1802,21902,/01/01,1802/01/01, 00:00:00,1802/01/01 00:00:00,0.000946831
Wroclaw,Germany,51.116667,17.033333,1348,21866,/01/01,1348/01/01, 00:00:00,1348/01/01 00:00:00,0.000945266
Kobe,Japan,34.691269,135.183072,1850,21861,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.000945049
Arequipa,Peru,-16.39889,-71.535,1855,21700,/01/01,1855/01/01, 00:00:00,1855/01/01 00:00:00,0.000938049
Leipzig,Germany,51.33962,12.37129,1700,21696,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.000937875
Nizhniy Novgorod,Russian Federation,56.3269,44.0075,1834,21687,/01/01,1834/01/01, 00:00:00,1834/01/01 00:00:00,0.000937483
Pisa,Italy,43.71553,10.39659,1840,21670,/01/01,1840/01/01, 00:00:00,1840/01/01 00:00:00,0.000936744
Angers,France,47.46667,-0.55,1769,21579,/01/01,1769/01/01, 00:00:00,1769/01/01 00:00:00,0.000932788
Arles,France,43.6767,4.6278,1765,21562,/01/01,1765/01/01, 00:00:00,1765/01/01 00:00:00,0.000932049
Hannover,Germany,52.37052,9.73322,1821,21517,/01/01,1821/01/01, 00:00:00,1821/01/01 00:00:00,0.000930092
Arras,France,50.291,2.777533,1787,21492,/01/01,1787/01/01, 00:00:00,1787/01/01 00:00:00,0.000929005
Bogota,Columbia,4.598056,-74.075833,1800,21464,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.000927788
Antioch,Syria/Turkey,36.20655,36.15722,1856,21396,/01/01,1856/01/01, 00:00:00,1856/01/01 00:00:00,0.000924831
Sarajevo,Bosnia and Herzegovina,43.84864,18.35644,1879,21377,/01/01,1879/01/01, 00:00:00,1879/01/01 00:00:00,0.000924005
Clermont,France,45.7831,3.0824,1787,21357,/01/01,1787/01/01, 00:00:00,1787/01/01 00:00:00,0.000923135
Troyes,France,48.3,4.08333,1809,21357,/01/01,1809/01/01, 00:00:00,1809/01/01 00:00:00,0.000923135
Tournai,Belgium,50.60715,3.38932,1802,21349,/01/01,1802/01/01, 00:00:00,1802/01/01 00:00:00,0.000922788
Vilnius,Lithuania,54.683333,25.283333,1770,21320,/01/01,1770/01/01, 00:00:00,1770/01/01 00:00:00,0.000921527
Dresden,Germany,51.05089,13.73832,1699,21298,/01/01,1699/01/01, 00:00:00,1699/01/01 00:00:00,0.00092057
Vicenza,Italy,45.545478,11.535422,1548,21268,/01/01,1548/01/01, 00:00:00,1548/01/01 00:00:00,0.000919266
Mantova,Italy,45.156417,10.791375,1676,21238,/01/01,1676/01/01, 00:00:00,1676/01/01 00:00:00,0.000917962
Avignon,France,43.94834,4.80892,1809,21237,/01/01,1809/01/01, 00:00:00,1809/01/01 00:00:00,0.000917918
Haarlem,Netherlands,52.38084,4.63683,1798,21227,/01/01,1798/01/01, 00:00:00,1798/01/01 00:00:00,0.000917483
Tours,France,47.38333,0.68333,1775,21195,/01/01,1775/01/01, 00:00:00,1775/01/01 00:00:00,0.000916092
Mainz,Germany,49.98419,8.2791,1802,21163,/01/01,1802/01/01, 00:00:00,1802/01/01 00:00:00,0.000914701
La Paz,Bolivia,-16.5,-68.15,1796,21120,/01/01,1796/01/01, 00:00:00,1796/01/01 00:00:00,0.000912831
Cremona,Italy,45.13617,10.02797,1800,21111,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.00091244
Valletta,Malta,35.89972,14.51472,1632,21075,/01/01,1632/01/01, 00:00:00,1632/01/01 00:00:00,0.000910875
Cologne,Germany,50.937531,6.960278,874,21000,/01/01,874/01/01, 00:00:00,874/01/01 00:00:00,0.000907614
Cologne,Germany,50.937531,6.960278,1000,21000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.000907614
Cologne,Germany,50.937531,6.960278,1050,21000,/01/01,1050/01/01, 00:00:00,1050/01/01 00:00:00,0.000907614
Metz,France,49.11911,6.17269,1100,21000,/01/01,1100/01/01, 00:00:00,1100/01/01 00:00:00,0.000907614
Braunschweig,Germany,52.268875,10.526769,1200,21000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.000907614
Erfurt,Germany,50.9787,11.03283,1200,21000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.000907614
Valencia,Spain,39.469908,-0.376289,1212,21000,/01/01,1212/01/01, 00:00:00,1212/01/01 00:00:00,0.000907614
Provins,France,48.55,3.3,1247,21000,/01/01,1247/01/01, 00:00:00,1247/01/01 00:00:00,0.000907614
Brescia,Italy,45.52478,10.22727,1249,21000,/01/01,1249/01/01, 00:00:00,1249/01/01 00:00:00,0.000907614
Aachen,Germany,50.77664,6.08342,1300,21000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.000907614
Burgos,Spain,42.35,-3.7,1300,21000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.000907614
Siena,Italy,43.32004,11.33283,1300,21000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.000907614
Vienna,Austria,48.20849,16.37208,1300,21000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.000907614
Zaragoza,Spain,41.648792,-0.889581,1311,21000,/01/01,1311/01/01, 00:00:00,1311/01/01 00:00:00,0.000907614
Wroclaw,Germany,51.116667,17.033333,1400,21000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.000907614
Kagoshima,Japan,31.5966,130.557183,1401,21000,/01/01,1401/01/01, 00:00:00,1401/01/01 00:00:00,0.000907614
Wroclaw,Germany,51.116667,17.033333,1403,21000,/01/01,1403/01/01, 00:00:00,1403/01/01 00:00:00,0.000907614
Louveigne,Belgium,50.877572,4.704328,1437,21000,/01/01,1437/01/01, 00:00:00,1437/01/01 00:00:00,0.000907614
Dijon,France,47.31667,5.01667,1470,21000,/01/01,1470/01/01, 00:00:00,1470/01/01 00:00:00,0.000907614
Wroclaw,Germany,51.116667,17.033333,1470,21000,/01/01,1470/01/01, 00:00:00,1470/01/01 00:00:00,0.000907614
Jerez de la Frontera,Spain,36.6936,-6.132431,1500,21000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.000907614
Wroclaw,Germany,51.116667,17.033333,1500,21000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.000907614
s'Hertogenbosch,Netherlands,51.697819,5.303667,1526,21000,/01/01,1526/01/01, 00:00:00,1526/01/01 00:00:00,0.000907614
Cuzco,Peru,-13.525,-71.972222,1555,21000,/01/01,1555/01/01, 00:00:00,1555/01/01 00:00:00,0.000907614
Dieppe,France,49.922992,1.077483,1562,21000,/01/01,1562/01/01, 00:00:00,1562/01/01 00:00:00,0.000907614
Jerez de la Frontera,Spain,36.6936,-6.132431,1594,21000,/01/01,1594/01/01, 00:00:00,1594/01/01 00:00:00,0.000907614
Avignon,France,43.94834,4.80892,1600,21000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.000907614
Bremen,Germany,53.07516,8.80777,1600,21000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.000907614
Jerez de la Frontera,Spain,36.6936,-6.132431,1600,21000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.000907614
